,step,amount,oldbalanceOrg,newbalanceOrig,oldbalanceDest,newbalanceDest,isFraud,type_CASH_IN,type_CASH_OUT,type_DEBIT,type_PAYMENT,type_TRANSFER
5227524,370,4865.97,37368.0,32502.03,0.0,0.0,0,0,0,0,1,0
4375624,311,8190.78,9155.0,964.22,0.0,0.0,0,0,0,0,1,0
4484475,324,1856.56,0.0,0.0,0.0,0.0,0,0,0,0,1,0
616681,34,6580.89,12813.0,6232.11,0.0,0.0,0,0,0,0,1,0
1728069,160,930393.1,0.0,0.0,4601815.78,5532208.88,0,0,0,0,0,1
1070219,129,148683.14,802198.84,950881.98,597334.22,448651.09,0,1,0,0,0,0
3113932,236,18245.36,0.0,0.0,3659772.24,3678017.6,0,0,1,0,0,0
1066182,120,453483.41,22169.0,0.0,0.0,453483.41,0,0,0,0,0,1
3601264,263,8990.11,185270.18,176280.07,0.0,0.0,0,0,0,0,1,0
3488598,258,392669.78,8016.0,0.0,824532.91,1217202.69,0,0,1,0,0,0
80102,10,218582.98,8493361.02,8711944.0,3286258.29,4222992.84,0,1,0,0,0,0
3411844,256,17698.5,15634.0,0.0,124005.8,141704.3,0,0,1,0,0,0
3981884,298,8394.01,306.0,0.0,0.0,0.0,0,0,0,0,1,0
4477170,324,385304.65,50617.0,0.0,0.0,385304.65,0,0,1,0,0,0
581007,33,268374.66,0.0,0.0,552205.6,820580.26,0,0,1,0,0,0
2524850,205,13287.39,228723.19,215435.8,0.0,0.0,0,0,0,0,1,0
1384808,138,3205.14,21803.0,18597.86,0.0,0.0,0,0,0,0,1,0
523667,20,15741.36,20868491.45,20884232.81,761695.43,745954.07,0,1,0,0,0,0
2702583,211,198057.08,22230.0,0.0,109414.96,307472.04,0,0,1,0,0,0
1863839,164,117317.34,29827.0,147144.34,858264.59,740947.25,0,1,0,0,0,0
1820827,163,47933.41,51904.0,3970.59,0.0,47933.41,0,0,1,0,0,0
1492745,142,219000.75,0.0,0.0,1443273.07,1662273.83,0,0,1,0,0,0
2092982,182,210302.25,0.0,0.0,275113.1,485415.36,0,0,0,0,0,1
2634960,209,199275.34,18737674.17,18936949.51,407439.41,208164.07,0,1,0,0,0,0
482051,19,28782.63,0.0,0.0,44093.31,72875.94,0,0,1,0,0,0
1239918,134,130652.36,5563919.76,5694572.12,269751.51,139099.16,0,1,0,0,0,0
6130834,542,12063.96,127.0,0.0,0.0,0.0,0,0,0,0,1,0
1099998,130,6029.29,152.0,0.0,0.0,0.0,0,0,0,0,1,0
1214677,133,114867.21,6022.0,0.0,11186459.38,11301326.59,0,0,1,0,0,0
342780,16,28447.7,8482603.09,8511050.78,273955.81,245508.11,0,1,0,0,0,0
2768553,213,244201.82,0.0,0.0,435575.22,679777.05,0,0,1,0,0,0
1497335,142,8315.55,784.0,0.0,0.0,0.0,0,0,0,0,1,0
1598803,156,63109.01,3653474.31,3716583.32,3153713.73,3090604.72,0,1,0,0,0,0
2258361,187,6281.19,0.0,0.0,0.0,0.0,0,0,0,0,1,0
2419425,202,248943.73,27164.0,276107.73,654001.46,405057.73,0,1,0,0,0,0
476592,19,174619.26,3507.0,178126.26,358119.53,60385.65,0,1,0,0,0,0
4358476,309,8672.19,50927.0,42254.81,0.0,0.0,0,0,0,0,1,0
163770,12,2085009.24,194955.0,0.0,0.0,2339235.47,0,0,0,0,0,1
1545197,154,1018389.82,0.0,0.0,1906096.98,2924486.8,0,0,0,0,0,1
4455665,323,4699.9,0.0,0.0,0.0,0.0,0,0,0,0,1,0
3922548,285,153166.77,0.0,0.0,793353.1,946519.87,0,0,1,0,0,0
1901850,165,11351.82,1045.0,0.0,0.0,0.0,0,0,0,0,1,0
5378862,376,864.19,579382.68,580246.87,356714.25,355850.06,0,1,0,0,0,0
3982157,298,303733.54,0.0,0.0,2664221.49,2967955.03,0,0,1,0,0,0
987673,45,1972.41,15125.38,13152.98,0.0,0.0,0,0,0,0,1,0
6233711,594,166457.99,969227.83,1135685.81,311358.47,144900.49,0,1,0,0,0,0
3189634,240,27702.27,34507.75,6805.48,291798.06,319500.32,0,0,1,0,0,0
5305634,373,122219.99,1335882.39,1458102.38,557476.85,435256.87,0,1,0,0,0,0
5113853,355,275603.29,312.0,0.0,0.0,275603.29,0,0,1,0,0,0
2500598,204,76365.9,606.0,76971.9,0.0,0.0,0,1,0,0,0,0
4427761,322,134198.94,178606.0,312804.94,0.0,0.0,0,1,0,0,0,0
5648909,396,1125.17,0.0,0.0,0.0,0.0,0,0,0,0,1,0
5005500,353,388792.29,110248.0,0.0,976310.69,1365102.97,0,0,1,0,0,0
5433073,378,540968.73,22355.0,0.0,0.0,540968.73,0,0,0,0,0,1
1835969,163,22937.28,285.0,0.0,1295448.92,1318386.19,0,0,1,0,0,0
3986710,298,369540.25,160954.0,530494.25,10497786.37,10128246.12,0,1,0,0,0,0
5976340,407,102996.16,23965.0,0.0,260576.01,363572.17,0,0,1,0,0,0
4382552,311,2260640.0,0.0,0.0,3051489.93,5312129.92,0,0,0,0,0,1
699021,36,98426.24,0.0,0.0,6403797.45,6502223.69,0,0,1,0,0,0
157108,12,17107.31,815.0,0.0,0.0,0.0,0,0,0,0,1,0
2726125,212,884340.37,62198.0,0.0,67499.56,951839.93,0,0,0,0,0,1
5962074,406,213988.38,2664079.18,2878067.55,1222807.39,1008819.01,0,1,0,0,0,0
1934997,177,1239039.31,98630.0,0.0,251841.27,1490880.58,0,0,0,0,0,1
52165,9,12606.84,43544.0,30937.16,0.0,0.0,0,0,0,0,1,0
2932048,229,307140.18,0.0,0.0,535336.65,842476.83,0,0,0,0,0,1
1497171,142,5501.95,50938.0,45436.05,0.0,0.0,0,0,0,0,1,0
2323787,188,11660.78,633475.71,621814.94,0.0,0.0,0,0,0,0,1,0
2885254,228,28429.01,323.0,28752.01,0.0,0.0,0,1,0,0,0,0
1731294,161,63950.18,0.0,0.0,0.0,0.0,0,0,0,0,1,0
2441346,203,188723.72,0.0,0.0,11529309.85,11718033.57,0,0,1,0,0,0
2451115,203,162970.62,0.0,0.0,1046379.96,1209350.58,0,0,1,0,0,0
2541798,206,5240.94,40571.0,35330.06,0.0,0.0,0,0,0,0,1,0
2596127,207,156787.47,5752.0,162539.47,0.0,0.0,0,1,0,0,0,0
4868851,348,370367.63,10879.0,0.0,148325.08,518692.71,0,0,1,0,0,0
3985786,298,19997.23,312974.45,292977.22,0.0,0.0,0,0,0,0,1,0
5444119,379,7559.22,417.0,0.0,0.0,0.0,0,0,0,0,1,0
6329933,690,564003.79,31373.0,0.0,201164.67,765168.46,0,0,0,0,0,1
387439,17,83469.95,3479022.26,3562492.21,333222.89,278478.28,0,1,0,0,0,0
825351,41,124540.84,4825943.47,4950484.31,971109.89,846569.04,0,1,0,0,0,0
477307,19,108557.58,219041.92,327599.51,0.0,0.0,0,1,0,0,0,0
5831360,402,34882.45,389088.48,354206.03,0.0,0.0,0,0,0,0,1,0
4441014,323,625296.8,304525.0,929821.8,27587.93,0.0,0,1,0,0,0,0
2474133,204,25408.17,11981.0,0.0,0.0,0.0,0,0,0,0,1,0
5118679,356,6176.33,583.0,0.0,0.0,0.0,0,0,0,0,1,0
1147073,131,147497.38,109.0,0.0,0.0,147497.38,0,0,1,0,0,0
423847,18,6039.44,0.0,0.0,0.0,0.0,0,0,0,0,1,0
4330419,308,10327.65,60675.24,50347.59,0.0,0.0,0,0,0,0,1,0
505846,20,160462.25,6061.0,0.0,1077587.16,1238049.41,0,0,1,0,0,0
4089846,301,852363.01,82182.0,0.0,183429.13,1035792.15,0,0,0,0,0,1
3525029,259,62109.76,0.0,0.0,332874.33,394984.09,0,0,1,0,0,0
3190952,241,15250.61,106108.53,90857.92,0.0,0.0,0,0,0,0,1,0
1763834,162,315222.73,0.0,0.0,11431804.34,11747027.06,0,0,0,0,0,1
4809778,346,17706.07,52197.0,34490.93,0.0,0.0,0,0,0,0,1,0
1010295,46,6564.1,202.0,0.0,0.0,0.0,0,0,0,0,1,0
3556872,260,210243.72,0.0,0.0,628490.71,838734.43,0,0,1,0,0,0
5917957,404,162811.88,7344552.23,7507364.1,7421235.96,7258424.09,0,1,0,0,0,0
6280199,644,257158.83,127.0,0.0,901978.33,1159137.16,0,0,1,0,0,0
6174146,564,301067.64,0.0,0.0,3911651.7,4212719.34,0,0,1,0,0,0
6024331,469,350694.02,0.0,0.0,28268261.8,28618955.82,0,0,0,0,0,1
459528,19,309621.0,27645.0,0.0,2744342.71,5024488.37,0,0,1,0,0,0
5038553,354,228827.74,0.0,0.0,427202.15,656029.89,0,0,1,0,0,0
6005170,429,10.58,50809.0,50798.42,0.0,0.0,0,0,0,0,1,0
191776,13,2331.73,50917.71,48585.98,0.0,0.0,0,0,0,0,1,0
1026826,48,315814.26,0.0,0.0,3018974.89,3334789.15,0,0,1,0,0,0
4665587,330,987.1,0.0,0.0,7964807.66,7965794.76,0,0,1,0,0,0
1949535,177,1613.6,107677.0,106063.4,0.0,0.0,0,0,0,0,1,0
3108137,235,157732.08,5139311.99,5297044.07,2182545.4,2024813.32,0,1,0,0,0,0
146238,12,358579.74,82082.0,0.0,0.0,209108.43,0,0,1,0,0,0
653714,35,292283.94,0.0,0.0,18735948.84,19231873.43,0,0,1,0,0,0
5896753,403,261899.99,3020.0,0.0,1012072.82,1273972.81,0,0,1,0,0,0
5528528,381,6399.75,1071.0,0.0,0.0,0.0,0,0,0,0,1,0
5631084,395,240215.6,7253.0,0.0,0.0,240215.6,0,0,0,0,0,1
4246076,306,348898.18,41588.0,0.0,9441.07,358339.25,0,0,1,0,0,0
3196755,249,229569.17,0.0,0.0,691587.11,921156.28,0,0,1,0,0,0
1306614,136,10710.05,396606.48,385896.43,0.0,0.0,0,0,0,0,1,0
6079471,520,325234.33,21597.0,0.0,0.0,325234.33,0,0,0,0,0,1
4302402,307,237560.55,1312383.99,1549944.55,1132958.07,895397.52,0,1,0,0,0,0
5110,5,81917.31,10932.78,0.0,2724135.13,2808555.73,0,0,1,0,0,0
1273779,135,556305.55,515935.0,0.0,0.0,556305.55,0,0,0,0,0,1
3391785,255,125817.85,15954459.74,16080277.6,184465.79,58647.94,0,1,0,0,0,0
3735976,278,7449.3,243173.85,235724.55,0.0,0.0,0,0,0,0,1,0
5108782,355,132982.35,0.0,0.0,7222249.72,7355232.07,0,0,1,0,0,0
2005233,179,78765.11,59503.0,0.0,562658.96,641424.07,0,0,1,0,0,0
3131212,236,31398.34,41044.0,9645.66,1157267.63,1188665.97,0,0,1,0,0,0
3302300,252,1462.95,0.0,0.0,0.0,0.0,0,0,0,0,1,0
3500812,259,33015.66,10164.0,0.0,1839497.55,1872513.2,0,0,1,0,0,0
3290187,252,351579.64,6669.0,0.0,355447.09,707026.72,0,0,0,0,0,1
14493,8,8123.19,99979.0,91855.81,0.0,0.0,0,0,0,0,1,0
1302058,136,342789.25,0.0,0.0,750978.3,1093767.55,0,0,1,0,0,0
4460080,323,167170.87,65049.0,232219.87,1346834.72,1179663.85,0,1,0,0,0,0
3723849,278,548567.88,192.0,0.0,100058.26,648626.14,0,0,0,0,0,1
961494,44,24627.46,123490.69,98863.23,697909.01,722536.47,0,0,1,0,0,0
890752,42,234538.96,0.0,0.0,929680.4,1164219.36,0,0,1,0,0,0
4522998,326,335851.61,153.0,336004.61,0.0,0.0,0,1,0,0,0,0
465166,19,123394.06,3923744.41,4047138.48,396116.95,398951.47,0,1,0,0,0,0
1749862,161,145690.51,112327.0,0.0,0.0,145690.51,0,0,1,0,0,0
4144257,303,35666.68,133.0,0.0,0.0,0.0,0,0,0,0,1,0
4680868,331,2712.34,5554.0,2841.66,0.0,0.0,0,0,0,0,1,0
1791708,162,3737.51,0.0,0.0,0.0,0.0,0,0,0,0,1,0
585771,33,108168.97,0.0,0.0,1140438.94,1248607.91,0,0,1,0,0,0
2253597,187,18050.6,114403.18,96352.58,0.0,0.0,0,0,0,0,1,0
2204975,186,37585.71,40600.0,3014.29,0.0,0.0,0,0,0,0,1,0
4168598,304,22460.64,38006.0,15545.36,0.0,0.0,0,0,0,0,1,0
1054669,96,5551.64,41722.0,36170.36,0.0,0.0,0,0,0,0,1,0
5514543,380,42668.05,51755.0,94423.05,3541752.8,3499084.75,0,1,0,0,0,0
138860,11,104784.89,0.0,0.0,1147588.96,1252373.85,0,0,1,0,0,0
3496544,259,3921.78,12790.48,8868.7,0.0,0.0,0,0,0,0,1,0
5934849,404,190480.04,532850.0,342369.96,830174.75,1020654.78,0,0,1,0,0,0
4359277,309,60297.36,51404.0,0.0,0.0,60297.36,0,0,1,0,0,0
6212247,588,176414.47,197.0,0.0,0.0,176414.47,0,0,0,0,0,1
2572244,207,84491.99,0.0,0.0,2687921.61,2772413.6,0,0,0,0,0,1
2115595,183,118787.5,0.0,0.0,670872.79,789660.29,0,0,1,0,0,0
2831046,226,1464584.67,3095.0,0.0,92452.96,1557037.64,0,0,0,0,0,1
6094990,522,20561.94,0.0,0.0,0.0,0.0,0,0,0,0,1,0
881950,42,134352.33,10998479.02,11132831.35,3763027.91,3628675.57,0,1,0,0,0,0
838818,41,9519.88,21832.0,12312.12,0.0,9519.88,0,0,1,0,0,0
5744678,399,3619.89,0.0,0.0,0.0,0.0,0,0,0,0,1,0
1846,1,315552.62,0.0,0.0,10046231.84,9940339.29,0,0,1,0,0,0
2169558,185,70098.86,22292.0,92390.86,0.0,0.0,0,1,0,0,0,0
4940116,350,81584.07,1533874.62,1615458.69,1369929.97,1288345.9,0,1,0,0,0,0
4017633,299,14478.46,0.0,0.0,0.0,0.0,0,0,0,0,1,0
5333890,374,100590.11,40917.0,0.0,71759.35,172349.47,0,0,1,0,0,0
1332652,137,321249.38,654.0,0.0,5105.24,326354.62,0,0,1,0,0,0
1281569,135,34076.19,51600.0,17523.81,0.0,0.0,0,0,0,0,1,0
6359337,715,355980.03,85.0,356065.03,0.0,0.0,0,1,0,0,0,0
5960832,406,19460.64,28290.0,8829.36,0.0,0.0,0,0,0,0,1,0
5398611,377,659.61,0.0,0.0,0.0,0.0,0,0,0,0,1,0
4891417,349,276937.62,0.0,0.0,5756380.06,6033317.68,0,0,1,0,0,0
4314966,308,15898.34,209858.9,193960.57,0.0,0.0,0,0,0,0,1,0
4550683,327,16630.28,9440.0,26070.28,999591.87,982961.59,0,1,0,0,0,0
4930387,350,15204.62,138807.67,123603.06,0.0,0.0,0,0,0,0,1,0
4325050,308,43802.9,31168.9,0.0,1929770.84,1973573.74,0,0,0,0,0,1
4336389,308,19301.66,226938.0,207636.34,0.0,0.0,0,0,0,0,1,0
2067793,181,57092.29,0.0,0.0,189136.42,246228.71,0,0,1,0,0,0
1616769,156,7724.9,1446112.74,1438387.84,0.0,0.0,0,0,0,0,1,0
2690124,211,6084.64,0.0,0.0,0.0,0.0,0,0,0,0,1,0
5769291,400,9107.71,0.0,0.0,0.0,0.0,0,0,0,0,1,0
3621715,274,58727.31,0.0,0.0,61692.54,120419.85,0,0,1,0,0,0
3910629,284,18623.98,20606.0,1982.02,0.0,0.0,0,0,0,0,1,0
3039537,234,9629.33,72582.0,62952.67,0.0,0.0,0,0,0,0,1,0
2089527,182,2906.28,0.0,0.0,0.0,0.0,0,0,0,0,1,0
2426981,202,275211.53,0.0,0.0,636924.85,912136.38,0,0,0,0,0,1
3229779,250,11150.27,42015.0,30864.73,453371.15,464521.41,0,0,1,0,0,0
314010,16,2975.49,6974.94,3999.45,0.0,0.0,0,0,0,0,1,0
2810762,225,101209.75,1461388.33,1562598.07,748551.33,647341.59,0,1,0,0,0,0
2759980,212,1281.72,15331.66,14049.94,0.0,0.0,0,0,0,0,1,0
732337,37,409292.54,92057.57,0.0,418355.45,827647.99,0,0,1,0,0,0
3869468,283,1999.79,11526.0,9526.21,0.0,0.0,0,0,0,0,1,0
4497004,325,4737.73,11336.0,6598.27,0.0,0.0,0,0,0,0,1,0
3409790,255,6906.58,100973.0,94066.42,0.0,0.0,0,0,0,0,1,0
188292,13,146413.71,0.0,0.0,2109233.32,2255647.02,0,0,1,0,0,0
3184176,239,7157.13,370781.35,363624.22,0.0,0.0,0,0,0,0,1,0
999344,45,2892.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0
3016385,232,65786.47,0.0,0.0,78326.46,144112.93,0,0,1,0,0,0
5496139,380,159779.23,0.0,0.0,246633.05,406412.27,0,0,1,0,0,0
3386086,255,314483.75,15369.0,329852.75,705198.33,390714.59,0,1,0,0,0,0
4000348,298,73062.99,7779684.58,7852747.57,688770.91,615707.92,0,1,0,0,0,0
3155517,237,2498.5,0.0,0.0,0.0,0.0,0,0,0,0,1,0
3316340,252,110616.7,60551.0,0.0,0.0,110616.7,0,0,1,0,0,0
3586402,262,5324.66,13846.57,8521.91,0.0,0.0,0,0,0,0,1,0
3104432,235,174388.06,0.0,0.0,816631.54,991019.6,0,0,1,0,0,0
5172704,358,74372.6,409671.0,335298.4,0.0,74372.6,0,0,1,0,0,0
735678,38,114901.51,0.0,0.0,241479.62,356381.12,0,0,1,0,0,0
2362365,190,9019.51,896.0,0.0,0.0,0.0,0,0,0,0,1,0
3310200,252,53715.29,0.0,0.0,470454.83,524170.12,0,0,1,0,0,0
1409967,139,37734.95,83896.95,46162.0,307376.67,345111.62,0,0,1,0,0,0
509246,20,228577.16,5776610.33,6005187.48,674877.06,446299.91,0,1,0,0,0,0
5969170,406,15254.16,132165.0,116910.84,0.0,0.0,0,0,0,0,1,0
3852463,283,4274.35,10201.0,5926.65,2422317.83,2426592.18,0,0,0,1,0,0
749124,38,18662.64,205362.0,186699.36,0.0,0.0,0,0,0,0,1,0
5023913,353,2696.24,0.0,0.0,0.0,0.0,0,0,0,0,1,0
5617791,395,198556.7,0.0,0.0,5217946.98,5416503.69,0,0,1,0,0,0
3084237,235,10419.2,7984.79,0.0,0.0,0.0,0,0,0,0,1,0
6358953,715,75264.87,11932.0,0.0,1535939.24,1611204.11,0,0,1,0,0,0
1241065,134,21447.52,0.0,0.0,0.0,0.0,0,0,0,0,1,0
5592643,394,194357.38,671911.96,866269.33,4981842.75,4787485.37,0,1,0,0,0,0
3133624,236,27270.89,0.0,0.0,0.0,0.0,0,0,0,0,1,0
5045699,354,253078.77,0.0,0.0,8703376.83,8956455.59,0,0,1,0,0,0
3081480,235,505061.75,297313.0,0.0,309715.38,814777.13,0,0,1,0,0,0
5237449,371,64035.88,13968219.71,14032255.58,65375785.68,65311749.8,0,1,0,0,0,0
4986330,352,411447.74,39631.0,0.0,0.0,411447.74,0,0,1,0,0,0
6023720,469,14927.75,0.0,0.0,0.0,0.0,0,0,0,0,1,0
2918546,229,78060.97,0.0,0.0,3753701.3,3831762.26,0,0,1,0,0,0
4566408,327,299623.36,81493.0,0.0,268789.95,568413.31,0,0,1,0,0,0
1706864,160,16928.0,393533.75,376605.74,0.0,0.0,0,0,0,0,1,0
59451,9,212227.11,221474.61,433701.72,399699.76,187472.65,0,1,0,0,0,0
5951943,405,59929.07,5780030.35,5839959.41,1115942.0,1056012.93,0,1,0,0,0,0
5385352,376,304688.73,11404.0,0.0,295569.83,600258.56,0,0,1,0,0,0
2524885,205,42634.65,1150.0,0.0,0.0,42634.65,0,0,1,0,0,0
2993364,232,92296.5,7087.0,99383.5,4379963.85,4287667.35,0,1,0,0,0,0
4628022,329,1028235.16,0.0,0.0,2046152.54,3074387.7,0,0,0,0,0,1
4667988,330,300457.77,0.0,0.0,634421.86,934879.63,0,0,1,0,0,0
2456536,203,189699.78,156872.0,346571.78,473490.53,283790.75,0,1,0,0,0,0
4316077,308,339796.35,5570920.74,5910717.1,453355.65,113559.3,0,1,0,0,0,0
5821552,402,433263.71,0.0,0.0,804321.34,1237585.05,0,0,1,0,0,0
3866088,283,91437.41,1991064.83,2082502.24,170042.02,78604.61,0,1,0,0,0,0
5918844,404,14551.26,167847.0,182398.26,1777311.92,1762760.67,0,1,0,0,0,0
6104306,525,3644.54,6090.0,2445.46,0.0,0.0,0,0,0,0,1,0
3605384,264,3609.78,44.0,0.0,1094906.11,1098515.88,0,0,0,1,0,0
2126735,183,185733.67,0.0,0.0,3316194.56,3501928.23,0,0,1,0,0,0
5813398,401,368483.18,0.0,0.0,1206381.18,1574864.35,0,0,1,0,0,0
1261943,134,490768.2,7029.0,0.0,3760900.53,4251668.73,0,0,0,0,0,1
1698051,159,243219.18,46333.0,0.0,0.0,243219.18,0,0,1,0,0,0
3850402,282,40686.35,0.0,0.0,2189707.51,2230393.85,0,0,1,0,0,0
141293,11,228849.42,72132.0,300981.42,0.0,0.0,0,1,0,0,0,0
5160864,357,6706.87,913720.0,907013.13,0.0,0.0,0,0,0,0,1,0
3391897,255,187874.69,95177.0,0.0,824211.31,1012086.0,0,0,1,0,0,0
1123397,130,309616.04,626888.75,936504.79,7194522.29,6884906.25,0,1,0,0,0,0
5253077,371,106482.18,50031.0,0.0,995317.91,1101800.09,0,0,1,0,0,0
2374509,191,170010.51,0.0,0.0,5065058.3,5235068.81,0,0,0,0,0,1
4548958,327,298582.4,50712.0,0.0,19841.2,318423.6,0,0,1,0,0,0
1202088,133,160107.66,7760959.66,7921067.33,1284838.84,1124731.17,0,1,0,0,0,0
1134874,131,559848.16,721.0,0.0,2102205.52,2662053.68,0,0,1,0,0,0
571268,24,328416.22,0.0,0.0,875431.9,1203848.12,0,0,1,0,0,0
5406572,377,592896.29,129.0,0.0,520705.42,1113601.71,0,0,0,0,0,1
5729805,399,72431.29,40345.0,112776.29,1098689.51,1026258.22,0,1,0,0,0,0
4298631,307,204181.04,15792.0,0.0,3933582.44,4137763.48,0,0,1,0,0,0
5036247,354,22761.94,0.0,0.0,0.0,0.0,0,0,0,0,1,0
261102,14,165404.76,39874.0,205278.76,677.23,0.0,0,1,0,0,0,0
2778587,214,4757.78,49576.0,44818.22,0.0,0.0,0,0,0,0,1,0
968760,44,8495.19,81725.45,73230.26,0.0,0.0,0,0,0,0,1,0
2319394,188,9784.53,113104.46,103319.93,0.0,0.0,0,0,0,0,1,0
6293171,667,5890.77,11231.0,5340.23,0.0,0.0,0,0,0,0,1,0
3270345,251,31803.36,0.0,0.0,0.0,0.0,0,0,0,0,1,0
2523255,205,165072.08,142552.0,0.0,53543.39,218615.47,0,0,1,0,0,0
4573016,328,6511.52,0.0,0.0,0.0,0.0,0,0,0,0,1,0
5799364,401,229350.9,19958.0,249308.9,1062669.08,833318.18,0,1,0,0,0,0
3178970,239,52976.74,72172.0,19195.26,1917528.85,1970505.59,0,0,0,0,0,1
5584367,394,21772.46,106043.65,84271.19,0.0,0.0,0,0,0,0,1,0
2542139,206,14164.42,19971.0,5806.58,0.0,0.0,0,0,0,0,1,0
2190397,185,305596.31,0.0,0.0,2591141.08,2896737.39,0,0,1,0,0,0
5450023,379,125085.01,121552.0,0.0,114684.32,239769.34,0,0,1,0,0,0
3024669,233,435090.66,15942.0,0.0,0.0,435090.66,0,0,1,0,0,0
1099351,130,39853.55,10740591.89,10780445.44,44365.03,4511.48,0,1,0,0,0,0
2843146,226,2648.19,0.0,0.0,0.0,0.0,0,0,0,0,1,0
851705,41,303227.25,2586338.32,2889565.57,3108145.39,2804918.14,0,1,0,0,0,0
5126778,356,97312.99,0.0,0.0,2680372.9,2777685.89,0,0,0,0,0,1
889505,42,267471.65,0.0,0.0,9987798.22,10255269.87,0,0,1,0,0,0
1439476,140,127315.67,124475.0,0.0,109407.94,236723.61,0,0,1,0,0,0
367330,17,95724.79,715802.0,620077.21,0.0,109518.25,0,0,1,0,0,0
2346810,189,200453.76,17365.0,0.0,1688731.34,1889185.1,0,0,1,0,0,0
57777,9,277725.84,0.0,0.0,982855.39,515073.65,0,0,1,0,0,0
935899,43,105562.44,322576.0,217013.56,0.0,105562.44,0,0,1,0,0,0
4319311,308,3534.44,816537.0,813002.56,0.0,0.0,0,0,0,0,1,0
6233930,594,61575.28,521367.0,459791.72,2042962.78,2104538.05,0,0,1,0,0,0
3618403,273,12443.56,0.0,0.0,0.0,0.0,0,0,0,0,1,0
5568374,393,1851.58,854.51,0.0,0.0,0.0,0,0,0,0,1,0
488843,19,36682.38,0.0,0.0,793274.41,653496.49,0,0,1,0,0,0
2201999,185,1163.69,136189.45,135025.76,0.0,0.0,0,0,0,0,1,0
5795109,401,140048.66,6816403.24,6956451.9,1385932.46,1245883.8,0,1,0,0,0,0
6175881,565,409702.54,9149.0,0.0,710651.53,1120354.07,0,0,1,0,0,0
6097679,522,169784.72,0.0,0.0,941487.78,1111272.5,0,0,1,0,0,0
967682,44,35974.39,0.0,0.0,333834.12,369808.51,0,0,1,0,0,0
2556837,206,165781.78,0.0,0.0,1177641.54,1343423.32,0,0,1,0,0,0
3397432,255,52529.88,0.0,0.0,2329713.41,2382243.29,0,0,1,0,0,0
3176894,238,1400.58,29412.0,28011.42,247785.66,249186.25,0,0,0,1,0,0
873638,42,370664.54,16174444.1,16545108.64,2720284.0,2349619.45,0,1,0,0,0,0
1466341,140,111391.48,6227637.57,6339029.06,779112.34,667720.85,0,1,0,0,0,0
6172195,564,816937.35,0.0,0.0,14723121.28,15540058.63,0,0,0,0,0,1
226980,14,290943.12,59901.0,0.0,14421.56,324113.91,0,0,1,0,0,0
3879438,283,6596.26,0.0,0.0,0.0,0.0,0,0,0,0,1,0
2056861,181,16465.88,0.0,0.0,0.0,0.0,0,0,0,0,1,0
3638666,275,159540.82,20581.0,0.0,1101532.96,1261073.78,0,0,1,0,0,0
2592830,207,286347.79,67.0,0.0,147356.55,433704.34,0,0,1,0,0,0
5044094,354,97095.4,169026.0,266121.4,0.0,0.0,0,1,0,0,0,0
3272839,251,1756683.01,0.0,0.0,2504033.24,4260716.25,0,0,0,0,0,1
3107341,235,48024.03,7803.0,0.0,1914148.79,1962172.82,0,0,1,0,0,0
2845182,226,95425.13,2139175.63,2234600.76,125184.8,29759.68,0,1,0,0,0,0
1019921,47,719.51,0.0,0.0,0.0,0.0,0,0,0,0,1,0
4096373,301,63235.43,499572.36,562807.78,4321616.5,4258381.07,0,1,0,0,0,0
4699,4,1178.41,968.0,0.0,0.0,0.0,0,0,0,0,1,0
3445827,257,13236.85,0.0,0.0,1165039.51,1341151.36,0,0,0,0,0,1
2387532,201,10505.29,83379.7,72874.41,0.0,0.0,0,0,0,0,1,0
1576292,155,124452.17,110306.0,234758.17,21172.64,0.0,0,1,0,0,0,0
2112459,183,28512.56,153198.89,124686.32,451811.21,480323.78,0,0,1,0,0,0
358382,17,1311539.72,0.0,0.0,3458889.26,4770428.98,0,0,0,0,0,1
1576515,155,11959.1,0.0,0.0,0.0,0.0,0,0,0,0,1,0
1461977,140,18514.96,0.0,0.0,0.0,0.0,0,0,0,0,1,0
5383481,376,309803.54,9914484.61,10224288.15,706617.26,396813.71,0,1,0,0,0,0
5520481,380,152975.4,2173042.6,2326018.0,4681501.31,4528525.91,0,1,0,0,0,0
1239608,134,6445.82,5005.54,0.0,0.0,0.0,0,0,0,0,1,0
988088,45,191500.34,12337.0,0.0,704511.31,1091772.68,0,0,1,0,0,0
5487132,380,9123.5,28362.0,19238.5,0.0,0.0,0,0,0,0,1,0
80471,10,725255.97,40168.0,0.0,0.0,725255.97,0,0,1,0,0,0
1360954,138,59002.65,0.0,0.0,1861073.95,1920076.59,0,0,1,0,0,0
5202921,370,13976.31,0.0,0.0,340527.74,354504.05,0,0,1,0,0,0
910357,43,11038.47,188733.39,177694.92,0.0,0.0,0,0,0,0,1,0
2061591,181,115643.57,100412.0,0.0,7949.47,123593.04,0,0,1,0,0,0
889595,42,14337.6,0.0,0.0,0.0,0.0,0,0,0,0,1,0
3904212,284,275440.3,0.0,0.0,1199768.78,1475209.08,0,0,1,0,0,0
2597072,208,9960.41,47776.0,37815.59,0.0,0.0,0,0,0,0,1,0
5475190,379,183683.45,0.0,0.0,620462.62,804146.07,0,0,1,0,0,0
